time_seconds,"record cu05, signal 0"
0.000000,0.170000
0.004000,0.165000
0.008000,0.165000
0.012000,0.157500
0.016000,0.157500
0.020000,0.157500
0.024000,0.155000
0.028000,0.155000
0.032000,0.155000
0.036000,0.157500
0.040000,0.157500
0.044000,0.165000
0.048000,0.170000
0.052000,0.177500
0.056000,0.185000
0.060000,0.195000
0.064000,0.207500
0.068000,0.222500
0.072000,0.237500
0.076000,0.252500
0.080000,0.270000
0.084000,0.292500
0.088000,0.312500
0.092000,0.330000
0.096000,0.342500
0.100000,0.375000
0.104000,0.412500
0.108000,0.447500
0.112000,0.492500
0.116000,0.552500
0.120000,0.620000
0.124000,0.682500
0.128000,0.725000
0.132000,0.740000
0.136000,0.732500
0.140000,0.725000
0.144000,0.720000
0.148000,0.705000
0.152000,0.687500
0.156000,0.652500
0.160000,0.607500
0.164000,0.555000
0.168000,0.507500
0.172000,0.457500
0.176000,0.457500
0.180000,0.487500
0.184000,0.540000
0.188000,0.582500
0.192000,0.547500
0.196000,0.327500
0.200000,-0.065000
0.204000,-0.540000
0.208000,-0.975000
0.212000,-1.237500
0.216000,-1.305000
0.220000,-1.235000
0.224000,-1.100000
0.228000,-0.960000
0.232000,-0.822500
0.236000,-0.725000
0.240000,-0.667500
0.244000,-0.650000
0.248000,-0.637500
0.252000,-0.615000
0.256000,-0.575000
0.260000,-0.515000
0.264000,-0.435000
0.268000,-0.342500
0.272000,-0.252500
0.276000,-0.170000
0.280000,-0.120000
0.284000,-0.072500
0.288000,-0.035000
0.292000,-0.020000
0.296000,-0.020000
0.300000,0.000000
0.304000,0.000000
0.308000,0.007500
0.312000,0.015000
0.316000,0.037500
0.320000,0.057500
0.324000,0.072500
0.328000,0.087500
0.332000,0.097500
0.336000,0.112500
0.340000,0.127500
0.344000,0.147500
0.348000,0.162500
0.352000,0.185000
0.356000,0.207500
0.360000,0.230000
0.364000,0.245000
0.368000,0.270000
0.372000,0.290000
0.376000,0.312500
0.380000,0.322500
0.384000,0.337500
0.388000,0.345000
0.392000,0.357500
0.396000,0.360000
0.400000,0.372500
0.404000,0.375000
0.408000,0.382500
0.412000,0.382500
0.416000,0.395000
0.420000,0.397500
0.424000,0.405000
0.428000,0.410000
0.432000,0.412500
0.436000,0.412500
0.440000,0.412500
0.444000,0.412500
0.448000,0.410000
0.452000,0.405000
0.456000,0.395000
0.460000,0.390000
0.464000,0.375000
0.468000,0.372500
0.472000,0.365000
0.476000,0.357500
0.480000,0.350000
0.484000,0.352500
0.488000,0.352500
0.492000,0.345000
0.496000,0.335000
0.500000,0.330000
0.504000,0.312500
0.508000,0.292500
0.512000,0.262500
0.516000,0.247500
0.520000,0.237500
0.524000,0.225000
0.528000,0.222500
0.532000,0.210000
0.536000,0.200000
0.540000,0.180000
0.544000,0.162500
0.548000,0.132500
0.552000,0.112500
0.556000,0.095000
0.560000,0.082500
0.564000,0.067500
0.568000,0.057500
0.572000,0.050000
0.576000,0.045000
0.580000,0.030000
0.584000,0.027500
0.588000,0.020000
0.592000,0.012500
0.596000,0.000000
0.600000,0.005000
0.604000,0.000000
0.608000,0.000000
0.612000,-0.015000
0.616000,-0.015000
0.620000,0.000000
0.624000,-0.015000
0.628000,0.000000
0.632000,0.000000
0.636000,-0.012500
0.640000,0.000000
0.644000,0.000000
0.648000,-0.015000
0.652000,-0.020000
0.656000,-0.030000
0.660000,-0.030000
0.664000,-0.037500
0.668000,-0.030000
0.672000,-0.027500
0.676000,-0.015000
0.680000,-0.012500
0.684000,0.007500
0.688000,0.007500
0.692000,0.000000
0.696000,-0.022500
0.700000,-0.030000
0.704000,-0.035000
0.708000,-0.037500
0.712000,-0.030000
0.716000,0.000000
0.720000,0.022500
0.724000,0.050000
0.728000,0.072500
0.732000,0.082500
0.736000,0.090000
0.740000,0.095000
0.744000,0.102500
0.748000,0.102500
0.752000,0.102500
0.756000,0.095000
0.760000,0.097500
0.764000,0.090000
0.768000,0.087500
0.772000,0.082500
0.776000,0.080000
0.780000,0.072500
0.784000,0.075000
0.788000,0.075000
0.792000,0.072500
0.796000,0.057500
0.800000,0.057500
0.804000,0.052500
0.808000,0.045000
0.812000,0.045000
0.816000,0.050000
0.820000,0.052500
0.824000,0.052500
0.828000,0.057500
0.832000,0.052500
0.836000,0.042500
0.840000,0.022500
0.844000,0.012500
0.848000,0.005000
0.852000,0.015000
0.856000,0.027500
0.860000,0.052500
0.864000,0.072500
0.868000,0.097500
0.872000,0.127500
0.876000,0.180000
0.880000,0.232500
0.884000,0.300000
0.888000,0.365000
0.892000,0.420000
0.896000,0.455000
0.900000,0.502500
0.904000,0.545000
0.908000,0.582500
0.912000,0.612500
0.916000,0.635000
0.920000,0.650000
0.924000,0.645000
0.928000,0.627500
0.932000,0.575000
0.936000,0.495000
0.940000,0.405000
0.944000,0.330000
0.948000,0.267500
0.952000,0.225000
0.956000,0.177500
0.960000,0.120000
0.964000,0.065000
0.968000,0.037500
0.972000,0.012500
0.976000,-0.012500
0.980000,-0.030000
0.984000,-0.030000
0.988000,-0.030000
0.992000,0.030000
0.996000,0.185000
1.000000,0.435000
1.004000,0.740000
1.008000,1.057500
1.012000,1.395000
1.016000,1.730000
1.020000,1.942500
1.024000,1.965000
1.028000,1.807500
1.032000,1.507500
1.036000,1.137500
1.040000,0.770000
1.044000,0.442500
1.048000,0.170000
1.052000,-0.027500
1.056000,-0.127500
1.060000,-0.170000
1.064000,-0.202500
1.068000,-0.222500
1.072000,-0.217500
1.076000,-0.200000
1.080000,-0.195000
1.084000,-0.200000
1.088000,-0.200000
1.092000,-0.192500
1.096000,-0.195000
1.100000,-0.195000
1.104000,-0.200000
1.108000,-0.202500
1.112000,-0.202500
1.116000,-0.215000
1.120000,-0.217500
1.124000,-0.222500
1.128000,-0.215000
1.132000,-0.215000
1.136000,-0.207500
1.140000,-0.200000
1.144000,-0.187500
1.148000,-0.187500
1.152000,-0.172500
1.156000,-0.165000
1.160000,-0.150000
1.164000,-0.140000
1.168000,-0.120000
1.172000,-0.102500
1.176000,-0.080000
1.180000,-0.065000
1.184000,-0.045000
1.188000,-0.022500
1.192000,0.005000
1.196000,0.022500
1.200000,0.050000
1.204000,0.067500
1.208000,0.087500
1.212000,0.095000
1.216000,0.102500
1.220000,0.105000
1.224000,0.105000
1.228000,0.105000
1.232000,0.087500
1.236000,0.072500
1.240000,0.060000
1.244000,0.065000
1.248000,0.075000
1.252000,0.102500
1.256000,0.127500
1.260000,0.155000
1.264000,0.170000
1.268000,0.185000
1.272000,0.192500
1.276000,0.195000
1.280000,0.187500
1.284000,0.195000
1.288000,0.187500
1.292000,0.187500
1.296000,0.172500
1.300000,0.165000
1.304000,0.150000
1.308000,0.125000
1.312000,0.097500
1.316000,0.075000
1.320000,0.072500
1.324000,0.075000
1.328000,0.087500
1.332000,0.097500
1.336000,0.117500
1.340000,0.140000
1.344000,0.157500
1.348000,0.157500
1.352000,0.157500
1.356000,0.147500
1.360000,0.135000
1.364000,0.117500
1.368000,0.102500
1.372000,0.082500
1.376000,0.067500
1.380000,0.045000
1.384000,0.035000
1.388000,0.012500
1.392000,-0.020000
1.396000,-0.052500
1.400000,-0.075000
1.404000,-0.090000
1.408000,-0.097500
1.412000,-0.095000
1.416000,-0.105000
1.420000,-0.155000
1.424000,-0.252500
1.428000,-0.375000
1.432000,-0.507500
1.436000,-0.615000
1.440000,-0.705000
1.444000,-0.780000
1.448000,-0.862500
1.452000,-0.945000
1.456000,-1.050000
1.460000,-1.162500
1.464000,-1.272500
1.468000,-1.347500
1.472000,-1.392500
1.476000,-1.402500
1.480000,-1.395000
1.484000,-1.370000
1.488000,-1.320000
1.492000,-1.250000
1.496000,-1.147500
1.500000,-0.990000
1.504000,-0.787500
1.508000,-0.562500
1.512000,-0.320000
1.516000,-0.080000
1.520000,0.155000
1.524000,0.350000
1.528000,0.507500
1.532000,0.612500
1.536000,0.675000
1.540000,0.705000
1.544000,0.717500
1.548000,0.717500
1.552000,0.705000
1.556000,0.690000
1.560000,0.660000
1.564000,0.622500
1.568000,0.585000
1.572000,0.547500
1.576000,0.532500
1.580000,0.545000
1.584000,0.612500
1.588000,0.702500
1.592000,0.802500
1.596000,0.900000
1.600000,0.987500
1.604000,1.050000
1.608000,1.092500
1.612000,1.110000
1.616000,1.115000
1.620000,1.110000
1.624000,1.107500
1.628000,1.102500
1.632000,1.095000
1.636000,1.087500
1.640000,1.077500
1.644000,1.062500
1.648000,1.042500
1.652000,1.020000
1.656000,0.997500
1.660000,0.987500
1.664000,0.965000
1.668000,0.965000
1.672000,0.960000
1.676000,0.957500
1.680000,0.945000
1.684000,0.937500
1.688000,0.922500
1.692000,0.905000
1.696000,0.890000
1.700000,0.877500
1.704000,0.862500
1.708000,0.840000
1.712000,0.817500
1.716000,0.787500
1.720000,0.762500
1.724000,0.727500
1.728000,0.697500
1.732000,0.665000
1.736000,0.630000
1.740000,0.592500
1.744000,0.562500
1.748000,0.525000
1.752000,0.500000
1.756000,0.472500
1.760000,0.455000
1.764000,0.420000
1.768000,0.402500
1.772000,0.372500
1.776000,0.342500
1.780000,0.307500
1.784000,0.285000
1.788000,0.262500
1.792000,0.240000
1.796000,0.217500
1.800000,0.202500
1.804000,0.180000
1.808000,0.157500
1.812000,0.135000
1.816000,0.117500
1.820000,0.102500
1.824000,0.090000
1.828000,0.082500
1.832000,0.065000
1.836000,0.052500
1.840000,0.035000
1.844000,0.027500
1.848000,0.022500
1.852000,0.022500
1.856000,0.022500
1.860000,0.015000
1.864000,0.005000
1.868000,0.005000
1.872000,0.000000
1.876000,-0.015000
1.880000,-0.030000
1.884000,-0.030000
1.888000,-0.037500
1.892000,-0.037500
1.896000,-0.037500
1.900000,-0.027500
1.904000,-0.020000
1.908000,-0.015000
1.912000,0.005000
1.916000,0.005000
1.920000,0.012500
1.924000,0.007500
1.928000,0.015000
1.932000,0.012500
1.936000,0.022500
1.940000,0.027500
1.944000,0.030000
1.948000,0.027500
1.952000,0.030000
1.956000,0.027500
1.960000,0.027500
1.964000,0.020000
1.968000,0.020000
1.972000,0.020000
1.976000,0.015000
1.980000,0.007500
1.984000,0.007500
1.988000,0.000000
1.992000,-0.015000
1.996000,-0.027500
2.000000,-0.027500
2.004000,-0.022500
2.008000,0.005000
2.012000,0.037500
2.016000,0.080000
2.020000,0.110000
2.024000,0.127500
2.028000,0.140000
2.032000,0.140000
2.036000,0.142500
2.040000,0.135000
2.044000,0.127500
2.048000,0.102500
2.052000,0.072500
2.056000,0.042500
2.060000,0.005000
2.064000,-0.045000
2.068000,-0.057500
2.072000,-0.075000
2.076000,-0.090000
2.080000,-0.105000
2.084000,-0.112500
2.088000,-0.120000
2.092000,-0.120000
2.096000,-0.125000
2.100000,-0.117500
2.104000,-0.110000
2.108000,-0.105000
2.112000,-0.097500
2.116000,-0.097500
2.120000,-0.097500
2.124000,-0.095000
2.128000,-0.037500
2.132000,0.117500
2.136000,0.360000
2.140000,0.645000
2.144000,0.957500
2.148000,1.260000
2.152000,1.582500
2.156000,1.800000
2.160000,1.835000
2.164000,1.692500
2.168000,1.432500
2.172000,1.085000
2.176000,0.735000
2.180000,0.420000
2.184000,0.162500
2.188000,-0.035000
2.192000,-0.127500
2.196000,-0.180000
2.200000,-0.222500
2.204000,-0.267500
2.208000,-0.292500
2.212000,-0.297500
2.216000,-0.307500
2.220000,-0.327500
2.224000,-0.337500
2.228000,-0.330000
2.232000,-0.330000
2.236000,-0.322500
2.240000,-0.320000
2.244000,-0.300000
2.248000,-0.285000
2.252000,-0.275000
2.256000,-0.267500
2.260000,-0.247500
2.264000,-0.237500
2.268000,-0.210000
2.272000,-0.192500
2.276000,-0.165000
2.280000,-0.147500
2.284000,-0.117500
2.288000,-0.097500
2.292000,-0.087500
2.296000,-0.075000
2.300000,-0.057500
2.304000,-0.037500
2.308000,-0.022500
2.312000,0.005000
2.316000,0.020000
2.320000,0.042500
2.324000,0.060000
2.328000,0.087500
2.332000,0.105000
2.336000,0.125000
2.340000,0.132500
2.344000,0.142500
2.348000,0.147500
2.352000,0.155000
2.356000,0.162500
2.360000,0.170000
2.364000,0.172500
2.368000,0.185000
2.372000,0.180000
2.376000,0.180000
2.380000,0.177500
2.384000,0.180000
2.388000,0.185000
2.392000,0.180000
2.396000,0.177500
2.400000,0.177500
2.404000,0.172500
2.408000,0.170000
2.412000,0.172500
2.416000,0.165000
2.420000,0.162500
2.424000,0.162500
2.428000,0.162500
2.432000,0.155000
2.436000,0.162500
2.440000,0.162500
2.444000,0.162500
2.448000,0.162500
2.452000,0.165000
2.456000,0.157500
2.460000,0.150000
2.464000,0.132500
2.468000,0.112500
2.472000,0.087500
2.476000,0.057500
2.480000,0.027500
2.484000,0.015000
2.488000,0.007500
2.492000,0.000000
2.496000,-0.020000
2.500000,-0.020000
2.504000,-0.015000
2.508000,0.005000
2.512000,0.020000
2.516000,0.015000
2.520000,0.007500
2.524000,-0.020000
2.528000,-0.045000
2.532000,-0.075000
2.536000,-0.090000
2.540000,-0.087500
2.544000,-0.065000
2.548000,-0.067500
2.552000,-0.125000
2.556000,-0.245000
2.560000,-0.420000
2.564000,-0.665000
2.568000,-0.930000
2.572000,-1.175000
2.576000,-1.370000
2.580000,-1.507500
2.584000,-1.567500
2.588000,-1.610000
2.592000,-1.635000
2.596000,-1.642500
2.600000,-1.595000
2.604000,-1.497500
2.608000,-1.357500
2.612000,-1.192500
2.616000,-1.010000
2.620000,-0.815000
2.624000,-0.630000
2.628000,-0.447500
2.632000,-0.267500
2.636000,-0.072500
2.640000,0.132500
2.644000,0.315000
2.648000,0.470000
2.652000,0.590000
2.656000,0.665000
2.660000,0.710000
2.664000,0.725000
2.668000,0.727500
2.672000,0.712500
2.676000,0.690000
2.680000,0.660000
2.684000,0.630000
2.688000,0.597500
2.692000,0.562500
2.696000,0.547500
2.700000,0.567500
2.704000,0.627500
2.708000,0.712500
2.712000,0.810000
2.716000,0.892500
2.720000,0.957500
2.724000,0.997500
2.728000,1.025000
2.732000,1.032500
2.736000,1.040000
2.740000,1.040000
2.744000,1.047500
2.748000,1.042500
2.752000,1.047500
2.756000,1.040000
2.760000,1.032500
2.764000,1.025000
2.768000,1.027500
2.772000,1.025000
2.776000,1.025000
2.780000,1.012500
2.784000,1.012500
2.788000,1.005000
2.792000,0.995000
2.796000,0.987500
2.800000,0.975000
2.804000,0.980000
2.808000,0.960000
2.812000,0.957500
2.816000,0.952500
2.820000,0.945000
2.824000,0.935000
2.828000,0.930000
2.832000,0.922500
2.836000,0.915000
2.840000,0.905000
2.844000,0.892500
2.848000,0.870000
2.852000,0.855000
2.856000,0.832500
2.860000,0.807500
2.864000,0.772500
2.868000,0.747500
2.872000,0.717500
2.876000,0.680000
2.880000,0.637500
2.884000,0.600000
2.888000,0.562500
2.892000,0.525000
2.896000,0.480000
2.900000,0.442500
2.904000,0.410000
2.908000,0.372500
2.912000,0.342500
2.916000,0.300000
2.920000,0.267500
2.924000,0.237500
2.928000,0.207500
2.932000,0.172500
2.936000,0.147500
2.940000,0.120000
2.944000,0.102500
2.948000,0.075000
2.952000,0.060000
2.956000,0.045000
2.960000,0.030000
2.964000,0.015000
2.968000,0.012500
2.972000,0.005000
2.976000,-0.012500
2.980000,-0.020000
2.984000,-0.015000
2.988000,-0.020000
2.992000,-0.022500
2.996000,-0.022500
3.000000,-0.022500
3.004000,-0.022500
3.008000,-0.027500
3.012000,-0.022500
3.016000,-0.022500
3.020000,-0.022500
3.024000,-0.027500
3.028000,-0.022500
3.032000,-0.027500
3.036000,-0.022500
3.040000,-0.020000
3.044000,-0.020000
3.048000,-0.022500
3.052000,-0.020000
3.056000,-0.020000
3.060000,-0.020000
3.064000,-0.022500
3.068000,-0.020000
3.072000,-0.022500
3.076000,-0.022500
3.080000,-0.030000
3.084000,-0.030000
3.088000,-0.030000
3.092000,-0.035000
3.096000,-0.035000
3.100000,-0.037500
3.104000,-0.037500
3.108000,-0.045000
3.112000,-0.045000
3.116000,-0.052500
3.120000,-0.052500
3.124000,-0.057500
3.128000,-0.060000
3.132000,-0.067500
3.136000,-0.065000
3.140000,-0.067500
3.144000,-0.065000
3.148000,-0.072500
3.152000,-0.065000
3.156000,-0.067500
3.160000,-0.067500
3.164000,-0.075000
3.168000,-0.067500
3.172000,-0.072500
3.176000,-0.075000
3.180000,-0.075000
3.184000,-0.067500
3.188000,-0.067500
3.192000,-0.067500
3.196000,-0.067500
3.200000,-0.067500
3.204000,-0.065000
3.208000,-0.060000
3.212000,-0.057500
3.216000,-0.057500
3.220000,-0.052500
3.224000,-0.050000
3.228000,-0.045000
3.232000,-0.050000
3.236000,-0.042500
3.240000,-0.037500
3.244000,-0.030000
3.248000,-0.035000
3.252000,-0.022500
3.256000,-0.020000
3.260000,-0.020000
3.264000,-0.020000
3.268000,-0.012500
3.272000,0.000000
3.276000,0.000000
3.280000,0.000000
3.284000,0.007500
3.288000,0.012500
3.292000,0.015000
3.296000,0.022500
3.300000,0.022500
3.304000,0.027500
3.308000,0.030000
3.312000,0.035000
3.316000,0.037500
3.320000,0.037500
3.324000,0.042500
3.328000,0.050000
3.332000,0.045000
3.336000,0.057500
3.340000,0.057500
3.344000,0.060000
3.348000,0.057500
3.352000,0.065000
3.356000,0.067500
3.360000,0.072500
3.364000,0.065000
3.368000,0.075000
3.372000,0.082500
3.376000,0.082500
3.380000,0.082500
3.384000,0.090000
3.388000,0.095000
3.392000,0.095000
3.396000,0.102500
3.400000,0.097500
3.404000,0.102500
3.408000,0.105000
3.412000,0.112500
3.416000,0.117500
3.420000,0.120000
3.424000,0.125000
3.428000,0.132500
3.432000,0.147500
3.436000,0.185000
3.440000,0.222500
3.444000,0.260000
3.448000,0.277500
3.452000,0.290000
3.456000,0.282500
3.460000,0.307500
3.464000,0.427500
3.468000,0.652500
3.472000,0.927500
3.476000,1.215000
3.480000,1.530000
3.484000,1.857500
3.488000,2.107500
3.492000,2.202500
3.496000,2.097500
3.500000,1.785000
3.504000,1.342500
3.508000,0.900000
3.512000,0.525000
3.516000,0.240000
3.520000,0.060000
3.524000,-0.050000
3.528000,-0.105000
3.532000,-0.162500
3.536000,-0.200000
3.540000,-0.215000
3.544000,-0.215000
3.548000,-0.222500
3.552000,-0.230000
3.556000,-0.230000
3.560000,-0.217500
3.564000,-0.215000
3.568000,-0.207500
3.572000,-0.207500
3.576000,-0.195000
3.580000,-0.195000
3.584000,-0.192500
3.588000,-0.192500
3.592000,-0.187500
3.596000,-0.180000
3.600000,-0.180000
3.604000,-0.177500
3.608000,-0.170000
3.612000,-0.155000
3.616000,-0.150000
3.620000,-0.140000
3.624000,-0.127500
3.628000,-0.110000
3.632000,-0.097500
3.636000,-0.080000
3.640000,-0.065000
3.644000,-0.042500
3.648000,-0.027500
3.652000,0.007500
3.656000,0.027500
3.660000,0.042500
3.664000,0.057500
3.668000,0.072500
3.672000,0.090000
3.676000,0.105000
